"","MGI.symbol","HGNC.symbol","pair"
"1964","Tmem214","TMEM214","TMEM214_Tmem214"
"1965","Tmem217","TMEM217","TMEM217_Tmem217"
"1966","Tmem223","TMEM223","TMEM223_Tmem223"
"1967","Tmem237","TMEM237","TMEM237_Tmem237"
"1968","Tmem243","TMEM243","TMEM243_Tmem243"
"1969","Tmem248","TMEM248","TMEM248_Tmem248"
"1970","Tmem259","TMEM259","TMEM259_Tmem259"
"1971","Tmem30a","TMEM30A","TMEM30A_Tmem30a"
"1972","Tmem33","TMEM33","TMEM33_Tmem33"
"1973","Tmem54","TMEM54","TMEM54_Tmem54"
"1974","Tmem87a","TMEM87A","TMEM87A_Tmem87a"
"1975","Tmem98","TMEM98","TMEM98_Tmem98"
"1976","Tmem9b","TMEM9B","TMEM9B_Tmem9b"
"1977","Tmub1","TMUB1","TMUB1_Tmub1"
"1978","Tmx4","TMX4","TMX4_Tmx4"
"1979","Tnc","TNC","TNC_Tnc"
"1980","Tnfrsf11b","TNFRSF11B","TNFRSF11B_Tnfrsf11b"
"1981","Tnfrsf1a","TNFRSF1A","TNFRSF1A_Tnfrsf1a"
"1982","Tnip1","TNIP1","TNIP1_Tnip1"
"1983","Tnip2","TNIP2","TNIP2_Tnip2"
"1984","Tnks1bp1","TNKS1BP1","TNKS1BP1_Tnks1bp1"
"1985","Tnks2","TNKS2","TNKS2_Tnks2"
"1986","Tnrc18","TNRC18","TNRC18_Tnrc18"
"1987","Tns3","TNS3","TNS3_Tns3"
"1988","Tnxb","TNXB","TNXB_Tnxb"
"1989","Tob1","TOB1","TOB1_Tob1"
"1990","Tollip","TOLLIP","TOLLIP_Tollip"
"1991","Tomm40","TOMM40","TOMM40_Tomm40"
"1992","Top1","TOP1","TOP1_Top1"
"1993","Top1mt","TOP1MT","TOP1MT_Top1mt"
"1994","Top2a","TOP2A","TOP2A_Top2a"
"1995","Tor1b","TOR1B","TOR1B_Tor1b"
"1996","Trp53bp2","TP53BP2","TP53BP2_Trp53bp2"
"1997","Trp53i11","TP53I11","TP53I11_Trp53i11"
"1998","Trp53i13","TP53I13","TP53I13_Trp53i13"
"1999","Tpcn2","TPCN2","TPCN2_Tpcn2"
"2000","Tpd52","TPD52","TPD52_Tpd52"
"2001","Tpgs2","TPGS2","TPGS2_Tpgs2"
"2002","Tpm1","TPM1","TPM1_Tpm1"
"2003","Tpm4","TPM4","TPM4_Tpm4"
"2004","Tpp2","TPP2","TPP2_Tpp2"
"2005","Tpr","TPR","TPR_Tpr"
"2006","Tpra1","TPRA1","TPRA1_Tpra1"
"2007","Tprgl","TPRG1L","TPRG1L_Tprgl"
"2008","Tpst1","TPST1","TPST1_Tpst1"
"2009","Trabd","TRABD","TRABD_Trabd"
"2010","Tradd","TRADD","TRADD_Tradd"
"2011","Traf6","TRAF6","TRAF6_Traf6"
"2012","Traf7","TRAF7","TRAF7_Traf7"
"2013","Trak2","TRAK2","TRAK2_Trak2"
"2014","Tram1","TRAM1","TRAM1_Tram1"
"2015","Tram2","TRAM2","TRAM2_Tram2"
"2016","Trap1","TRAP1","TRAP1_Trap1"
"2017","Trappc10","TRAPPC10","TRAPPC10_Trappc10"
"2018","Trib3","TRIB3","TRIB3_Trib3"
"2019","Trim14","TRIM14","TRIM14_Trim14"
"2020","Trim24","TRIM24","TRIM24_Trim24"
"2021","Trim3","TRIM3","TRIM3_Trim3"
"2022","Trim33","TRIM33","TRIM33_Trim33"
"2023","Trim39","TRIM39","TRIM39_Trim39"
"2024","Trim44","TRIM44","TRIM44_Trim44"
"2025","Trim8","TRIM8","TRIM8_Trim8"
"2026","Trip12","TRIP12","TRIP12_Trip12"
"2027","Trip13","TRIP13","TRIP13_Trip13"
"2028","Trmt2a","TRMT2A","TRMT2A_Trmt2a"
"2029","Trmt2b","TRMT2B","TRMT2B_Trmt2b"
"2030","Trmt6","TRMT6","TRMT6_Trmt6"
"2031","Trnt1","TRNT1","TRNT1_Trnt1"
"2032","Trpc4","TRPC4","TRPC4_Trpc4"
"2033","Trpc4ap","TRPC4AP","TRPC4AP_Trpc4ap"
"2034","Trpv2","TRPV2","TRPV2_Trpv2"
"2035","Trrap","TRRAP","TRRAP_Trrap"
"2036","Tsc2","TSC2","TSC2_Tsc2"
"2037","Tsc22d3","TSC22D3","TSC22D3_Tsc22d3"
"2038","Tsen34","TSEN34","TSEN34_Tsen34"
"2039","Tshz3","TSHZ3","TSHZ3_Tshz3"
"2040","Tspan14","TSPAN14","TSPAN14_Tspan14"
"2041","Tspan17","TSPAN17","TSPAN17_Tspan17"
"2042","Tspan3","TSPAN3","TSPAN3_Tspan3"
"2043","Tspan4","TSPAN4","TSPAN4_Tspan4"
"2044","Tspo","TSPO","TSPO_Tspo"
"2045","Tsr3","TSR3","TSR3_Tsr3"
"2046","Ttc3","TTC3","TTC3_Ttc3"
"2047","Ttc39c","TTC39C","TTC39C_Ttc39c"
"2048","Ttll1","TTLL1","TTLL1_Ttll1"
"2049","Ttll12","TTLL12","TTLL12_Ttll12"
"2050","Ttyh3","TTYH3","TTYH3_Ttyh3"
"2051","Tub","TUB","TUB_Tub"
"2052","Tuba1a","TUBA1A","TUBA1A_Tuba1a"
"2053","Tubb6","TUBB6","TUBB6_Tubb6"
"2054","Tube1","TUBE1","TUBE1_Tube1"
"2055","Tusc2","TUSC2","TUSC2_Tusc2"
"2056","Twist1","TWIST1","TWIST1_Twist1"
"2057","Twsg1","TWSG1","TWSG1_Twsg1"
"2058","Txlng","TXLNG","TXLNG_Txlng"
"2059","Txndc11","TXNDC11","TXNDC11_Txndc11"
"2060","Txndc5","TXNDC5","TXNDC5_Txndc5"
"2061","Txnl4a","TXNL4A","TXNL4A_Txnl4a"
"2062","Txnrd2","TXNRD2","TXNRD2_Txnrd2"
"2063","Tyk2","TYK2","TYK2_Tyk2"
"2064","Tymp","TYMP","TYMP_Tymp"
"2065","Tyms","TYMS","TYMS_Tyms"
"2066","Tyro3","TYRO3","TYRO3_Tyro3"
"2067","Tyw3","TYW3","TYW3_Tyw3"
"2068","Tyw5","TYW5","TYW5_Tyw5"
"2069","Uap1","UAP1","UAP1_Uap1"
"2070","Uba1","UBA1","UBA1_Uba1"
"2071","Uba2","UBA2","UBA2_Uba2"
"2072","Ubac1","UBAC1","UBAC1_Ubac1"
"2073","Ubap2l","UBAP2L","UBAP2L_Ubap2l"
"2074","Ubb","UBB","UBB_Ubb"
"2075","Ube2a","UBE2A","UBE2A_Ube2a"
"2076","Ube2b","UBE2B","UBE2B_Ube2b"
"2077","Ube2c","UBE2C","UBE2C_Ube2c"
"2078","Ube2d1","UBE2D1","UBE2D1_Ube2d1"
"2079","Ube2d3","UBE2D3","UBE2D3_Ube2d3"
"2080","Ube2e3","UBE2E3","UBE2E3_Ube2e3"
"2081","Ube2j1","UBE2J1","UBE2J1_Ube2j1"
"2082","Ube2j2","UBE2J2","UBE2J2_Ube2j2"
"2083","Ube2m","UBE2M","UBE2M_Ube2m"
"2084","Ube2q1","UBE2Q1","UBE2Q1_Ube2q1"
"2085","Ube2s","UBE2S","UBE2S_Ube2s"
"2086","Ube2z","UBE2Z","UBE2Z_Ube2z"
"2087","Ubl3","UBL3","UBL3_Ubl3"
"2088","Ubp1","UBP1","UBP1_Ubp1"
"2089","Ubqln1","UBQLN1","UBQLN1_Ubqln1"
"2090","Ubqln4","UBQLN4","UBQLN4_Ubqln4"
"2091","Ubr4","UBR4","UBR4_Ubr4"
"2092","Ubtd2","UBTD2","UBTD2_Ubtd2"
"2093","Ubtf","UBTF","UBTF_Ubtf"
"2094","Ubxn2a","UBXN2A","UBXN2A_Ubxn2a"
"2095","Ubxn2b","UBXN2B","UBXN2B_Ubxn2b"
"2096","Ubxn4","UBXN4","UBXN4_Ubxn4"
"2097","Ubxn6","UBXN6","UBXN6_Ubxn6"
"2098","Uchl5","UCHL5","UCHL5_Uchl5"
"2099","Uck1","UCK1","UCK1_Uck1"
"2100","Ufc1","UFC1","UFC1_Ufc1"
"2101","Ugcg","UGCG","UGCG_Ugcg"
"2102","Ugdh","UGDH","UGDH_Ugdh"
"2103","Uhmk1","UHMK1","UHMK1_Uhmk1"
"2104","Uhrf1bp1","UHRF1BP1","UHRF1BP1_Uhrf1bp1"
"2105","Ulk2","ULK2","ULK2_Ulk2"
"2106","Ulk3","ULK3","ULK3_Ulk3"
"2107","Unc119b","UNC119B","UNC119B_Unc119b"
"2108","Unc50","UNC50","UNC50_Unc50"
"2109","Unc93b1","UNC93B1","UNC93B1_Unc93b1"
"2110","Unk","UNK","UNK_Unk"
"2111","Upf1","UPF1","UPF1_Upf1"
"2112","Upf2","UPF2","UPF2_Upf2"
"2113","Upf3a","UPF3A","UPF3A_Upf3a"
"2114","Uqcrfs1","UQCRFS1","UQCRFS1_Uqcrfs1"
"2115","Uri1","URI1","URI1_Uri1"
"2116","Urm1","URM1","URM1_Urm1"
"2117","Uros","UROS","UROS_Uros"
"2118","Usf2","USF2","USF2_Usf2"
"2119","Usp13","USP13","USP13_Usp13"
"2120","Usp19","USP19","USP19_Usp19"
"2121","Usp21","USP21","USP21_Usp21"
"2122","Usp24","USP24","USP24_Usp24"
"2123","Usp27x","USP27X","USP27X_Usp27x"
"2124","Usp30","USP30","USP30_Usp30"
"2125","Usp34","USP34","USP34_Usp34"
"2126","Usp39","USP39","USP39_Usp39"
"2127","Usp48","USP48","USP48_Usp48"
"2128","Utp18","UTP18","UTP18_Utp18"
"2129","Vapa","VAPA","VAPA_Vapa"
"2130","Vasn","VASN","VASN_Vasn"
"2131","Vav2","VAV2","VAV2_Vav2"
"2132","Vax2","VAX2","VAX2_Vax2"
"2133","Vdac1","VDAC1","VDAC1_Vdac1"
"2134","Vegfb","VEGFB","VEGFB_Vegfb"
"2135","Vegfc","VEGFC","VEGFC_Vegfc"
"2136","Vezf1","VEZF1","VEZF1_Vezf1"
"2137","Vgll3","VGLL3","VGLL3_Vgll3"
"2138","Vhl","VHL","VHL_Vhl"
"2139","Vim","VIM","VIM_Vim"
"2140","Vit","VIT","VIT_Vit"
"2141","Vmac","VMAC","VMAC_Vmac"
"2142","Vps33b","VPS33B","VPS33B_Vps33b"
"2143","Vps37b","VPS37B","VPS37B_Vps37b"
"2144","Vps37c","VPS37C","VPS37C_Vps37c"
"2145","Vps4a","VPS4A","VPS4A_Vps4a"
"2146","Vps9d1","VPS9D1","VPS9D1_Vps9d1"
"2147","Wac","WAC","WAC_Wac"
"2148","Wasf1","WASF1","WASF1_Wasf1"
"2149","Wasf2","WASF2","WASF2_Wasf2"
"2150","Wasf3","WASF3","WASF3_Wasf3"
"2151","Wasl","WASL","WASL_Wasl"
"2152","Wbp1","WBP1","WBP1_Wbp1"
"2153","Wbp1l","WBP1L","WBP1L_Wbp1l"
"2154","Wdfy1","WDFY1","WDFY1_Wdfy1"
"2155","Wdr1","WDR1","WDR1_Wdr1"
"2156","Wdr12","WDR12","WDR12_Wdr12"
"2157","Wdr45","WDR45","WDR45_Wdr45"
"2158","Wdr45b","WDR45B","WDR45B_Wdr45b"
"2159","Wdr5","WDR5","WDR5_Wdr5"
"2160","Wdtc1","WDTC1","WDTC1_Wdtc1"
"2161","Wfdc1","WFDC1","WFDC1_Wfdc1"
"2162","Wipi1","WIPI1","WIPI1_Wipi1"
"2163","Wiz","WIZ","WIZ_Wiz"
"2164","Wnt2","WNT2","WNT2_Wnt2"
"2165","Wnt5a","WNT5A","WNT5A_Wnt5a"
"2166","Wrap73","WRAP73","WRAP73_Wrap73"
"2167","Wrnip1","WRNIP1","WRNIP1_Wrnip1"
"2168","Wsb1","WSB1","WSB1_Wsb1"
"2169","Wsb2","WSB2","WSB2_Wsb2"
"2170","Wtap","WTAP","WTAP_Wtap"
"2171","Wwp1","WWP1","WWP1_Wwp1"
"2172","Wwtr1","WWTR1","WWTR1_Wwtr1"
"2173","Xbp1","XBP1","XBP1_Xbp1"
"2174","Xpo6","XPO6","XPO6_Xpo6"
"2175","Xpo7","XPO7","XPO7_Xpo7"
"2176","Xpot","XPOT","XPOT_Xpot"
"2177","Xpr1","XPR1","XPR1_Xpr1"
"2178","Yeats2","YEATS2","YEATS2_Yeats2"
"2179","Yes1","YES1","YES1_Yes1"
"2180","Yif1a","YIF1A","YIF1A_Yif1a"
"2181","Yif1b","YIF1B","YIF1B_Yif1b"
"2182","Ykt6","YKT6","YKT6_Ykt6"
"2183","Ythdc2","YTHDC2","YTHDC2_Ythdc2"
"2184","Ythdf1","YTHDF1","YTHDF1_Ythdf1"
"2185","Ywhae","YWHAE","YWHAE_Ywhae"
"2186","Ywhah","YWHAH","YWHAH_Ywhah"
"2187","Yy1","YY1","YY1_Yy1"
"2188","Zadh2","ZADH2","ZADH2_Zadh2"
"2189","Zbed4","ZBED4","ZBED4_Zbed4"
"2190","Zbtb24","ZBTB24","ZBTB24_Zbtb24"
"2191","Zbtb25","ZBTB25","ZBTB25_Zbtb25"
"2192","Zbtb34","ZBTB34","ZBTB34_Zbtb34"
"2193","Zbtb38","ZBTB38","ZBTB38_Zbtb38"
"2194","Zbtb39","ZBTB39","ZBTB39_Zbtb39"
"2195","Zbtb4","ZBTB4","ZBTB4_Zbtb4"
"2196","Zbtb45","ZBTB45","ZBTB45_Zbtb45"
"2197","Zc3h10","ZC3H10","ZC3H10_Zc3h10"
"2198","Zc3hav1l","ZC3HAV1L","ZC3HAV1L_Zc3hav1l"
"2199","Zcchc24","ZCCHC24","ZCCHC24_Zcchc24"
"2200","Zcchc3","ZCCHC3","ZCCHC3_Zcchc3"
"2201","Zdhhc16","ZDHHC16","ZDHHC16_Zdhhc16"
"2202","Zdhhc20","ZDHHC20","ZDHHC20_Zdhhc20"
"2203","Zdhhc23","ZDHHC23","ZDHHC23_Zdhhc23"
"2204","Zdhhc24","ZDHHC24","ZDHHC24_Zdhhc24"
"2205","Zdhhc5","ZDHHC5","ZDHHC5_Zdhhc5"
"2206","Zdhhc7","ZDHHC7","ZDHHC7_Zdhhc7"
"2207","Zeb1","ZEB1","ZEB1_Zeb1"
"2208","Zer1","ZER1","ZER1_Zer1"
"2209","Zfand1","ZFAND1","ZFAND1_Zfand1"
"2210","Zfand3","ZFAND3","ZFAND3_Zfand3"
"2211","Zfand5","ZFAND5","ZFAND5_Zfand5"
"2212","Zfand6","ZFAND6","ZFAND6_Zfand6"
"2213","Zfp28","ZFP28","ZFP28_Zfp28"
"2214","Zfp36l1","ZFP36L1","ZFP36L1_Zfp36l1"
"2215","Zfx","ZFY","ZFY_Zfx"
"2216","Zfyve21","ZFYVE21","ZFYVE21_Zfyve21"
"2217","Zfyve9","ZFYVE9","ZFYVE9_Zfyve9"
"2218","Zhx1","ZHX1","ZHX1_Zhx1"
"2219","Zmym3","ZMYM3","ZMYM3_Zmym3"
"2220","Zmynd11","ZMYND11","ZMYND11_Zmynd11"
"2221","Zmynd19","ZMYND19","ZMYND19_Zmynd19"
"2222","Zmynd8","ZMYND8","ZMYND8_Zmynd8"
"2223","Zfp961","ZNF101","ZNF101_Zfp961"
"2224","Zfp106","ZNF106","ZNF106_Zfp106"
"2225","Zfp131","ZNF131","ZNF131_Zfp131"
"2226","Zfp213","ZNF213","ZNF213_Zfp213"
"2227","Zfp263","ZNF263","ZNF263_Zfp263"
"2228","Zfp266","ZNF266","ZNF266_Zfp266"
"2229","Zfp316","ZNF316","ZNF316_Zfp316"
"2230","Zfp319","ZNF319","ZNF319_Zfp319"
"2231","Zfp362","ZNF362","ZNF362_Zfp362"
"2232","Zfp384","ZNF384","ZNF384_Zfp384"
"2233","Zfp790","ZNF420","ZNF420_Zfp790"
"2234","Zfp46","ZNF436","ZNF436_Zfp46"
"2235","Zfp553","ZNF48","ZNF48_Zfp553"
"2236","Zfp511","ZNF511","ZNF511_Zfp511"
"2237","Zfp512b","ZNF512B","ZNF512B_Zfp512b"
"2238","Zfp513","ZNF513","ZNF513_Zfp513"
"2239","Zfp275","ZNF517","ZNF517_Zfp275"
"2240","Zfp532","ZNF532","ZNF532_Zfp532"
"2241","Zfp536","ZNF536","ZNF536_Zfp536"
"2242","Zfp574","ZNF574","ZNF574_Zfp574"
"2243","Zfp592","ZNF592","ZNF592_Zfp592"
"2244","Zfp628","ZNF628","ZNF628_Zfp628"
"2245","Zfp639","ZNF639","ZNF639_Zfp639"
"2246","Zfp641","ZNF641","ZNF641_Zfp641"
"2247","Zfp653","ZNF653","ZNF653_Zfp653"
"2248","Zfp655","ZNF655","ZNF655_Zfp655"
"2249","Zfp687","ZNF687","ZNF687_Zfp687"
"2250","Zfp706","ZNF706","ZNF706_Zfp706"
"2251","Zfp740","ZNF740","ZNF740_Zfp740"
"2252","Zfp746","ZNF746","ZNF746_Zfp746"
"2253","Zfp768","ZNF768","ZNF768_Zfp768"
"2254","Zscan20","ZSCAN20","ZSCAN20_Zscan20"
"2255","Zscan22","ZSCAN22","ZSCAN22_Zscan22"
"2256","Zscan29","ZSCAN29","ZSCAN29_Zscan29"
"2257","Zw10","ZW10","ZW10_Zw10"
"2258","Zxdc","ZXDC","ZXDC_Zxdc"
"2259","Zyg11b","ZYG11B","ZYG11B_Zyg11b"
